path_id;WKT;lvl
1772;LINESTRING (428280.118262318 5450797.24596339,428278.248175742 5450797.41483727,428275.023714515 5450797.6346907,428272.347572523 5450798.00307084,428269.912617313 5450798.9909535,428268.050148304 5450800.30494424,428266.76243638 5450800.99993464,428265.346168143 5450802.45266101,428264.60455545 5450803.68535489,428263.120902588 5450804.43848901,428260.371292281 5450806.9981892,428256.904869477 5450810.45670598,428256.381487387 5450811.66432353,428257.182617431 5450812.76575326,428257.192745666 5450813.54392125,428256.027996288 5450814.17060244,428253.975526588 5450815.99852533,428252.383584041 5450817.38683041,428250.141060821 5450818.60570729,428248.191920038 5450819.97642607,428247.289006729 5450821.68932062,428245.852199776 5450823.24238676,428244.045796955 5450824.94480607,428242.827990282 5450825.97244935,428241.593060405 5450827.92315712,428241.820598483 5450829.73252183);A
1773;LINESTRING (428187.017833943 5450857.93134682,428185.324567952 5450858.80953773,428182.24906987 5450860.39509002,428179.328313645 5450861.55612203,428176.291265896 5450863.29683674,428172.996637728 5450865.39670406,428170.369887244 5450866.19811538,428166.446326465 5450866.99419093,428166.010665461 5450868.22291169,428165.994858706 5450869.24602649,428164.755224798 5450870.2739721,428163.350421319 5450870.9260391,428161.417442172 5450872.97481197,428158.729160163 5450874.64427973,428156.49023613 5450875.01813723,428155.009949567 5450876.02698464,428154.365853204 5450876.9137474,428153.420657381 5450877.61541918,428152.321960755 5450877.71868893,428149.130163037 5450878.20503722,428147.817734324 5450878.67800692,428146.77871956 5450879.4476143,428145.888279623 5450880.43765656,428144.475617411 5450881.04535663,428141.057192083 5450880.9120238,428138.711515594 5450880.92036734,428137.979362626 5450882.87566337,428139.189517919 5450886.85145482);A
1774;LINESTRING (428798.507524285 5451177.38418042,428800.704138745 5451177.6893598,428803.073503831 5451177.26960268,428804.810114474 5451177.49177761,428807.563306705 5451176.33323998,428810.25806469 5451176.8543596,428812.034825428 5451177.36510051,428815.957006336 5451179.29354363,428817.92579648 5451181.13603222,428819.319262587 5451181.86297825,428819.689788642 5451182.91445515,428820.771972888 5451184.35700892,428822.36377388 5451184.6477708,428823.517786115 5451186.01156762,428825.833408545 5451187.07128139,428827.18456929 5451187.34291514,428829.35595807 5451188.51567844,428831.743120286 5451189.47440388,428832.858846143 5451190.69415584,428833.228114553 5451192.21262891,428833.52709533 5451193.36509745,428834.602814545 5451194.30740259,428837.012365154 5451197.00033487,428838.459502638 5451199.62786454,428838.772691838 5451201.88088628,428840.276729051 5451203.27352276,428841.710191665 5451204.2779216,428844.5567714 5451205.27519507,428846.799547925 5451206.33585788,428848.421443306 5451208.3940879,428849.441688469 5451210.68245643,428849.3169383 5451211.74032908,428851.231637367 5451212.21594592,428852.515697254 5451212.93319391,428853.522306965 5451214.16547703,428853.535939928 5451215.22156319,428853.413915707 5451216.49065298,428853.782280549 5451217.37538169,428855.74365293 5451219.77390651,428858.202121883 5451221.74351053,428861.162100971 5451223.06176648,428863.723715604 5451225.6860359,428864.688984786 5451228.2308433,428865.549013914 5451233.34539393,428867.165763428 5451235.57047386,428868.540262707 5451237.08709369,428870.466538723 5451237.89612404,428871.274338117 5451238.96419787,428871.76396639 5451240.21427482,428872.056944714 5451241.46688971,428873.201387716 5451243.21996921,428874.38895606 5451244.9280182,428875.868463404 5451247.24382011,428876.579138522 5451248.12413275,428878.032678403 5451248.42781305,428879.721149057 5451248.87300323,428881.846396525 5451250.42441259,428883.120897567 5451251.53094,428883.886714056 5451252.73297992,428884.322916627 5451253.79473198,428887.048515497 5451255.01595877,428891.738772197 5451256.63434296,428894.369223419 5451257.25639934,428895.543587399 5451257.94171666,428896.678984137 5451258.99444904,428898.037980468 5451259.31047282,428902.102635317 5451259.30251016,428904.951552694 5451259.35470733,428910.678777493 5451258.91391818);C
1775;LINESTRING (432840.842031537 5449055.44014855,432860.703884601 5449056.37686588,432887.819061354 5449068.89963597,432922.831569446 5449085.46249994,432949.251537244 5449102.56365611,432962.608476173 5449104.32475341,432982.635703168 5449106.89428993,432993.563462947 5449104.24876756,433008.842651831 5449115.48167465,433010.876265007 5449099.32427809,433019.880277983 5449082.28170448,433036.35360991 5449068.82861737,433057.906152263 5449059.57224712,433080.547801888 5449043.97642107,433082.988680884 5449041.54524667,433084.083506754 5449039.28606149,433085.637896911 5449038.26655306,433087.390758751 5449039.19034384,433089.258442324 5449040.56859342,433092.08992338 5449042.10192598,433094.446055911 5449042.2957093,433096.513176644 5449041.49235043,433097.105935762 5449039.29485006,433097.982447785 5449037.6609422,433100.366396156 5449035.34164956,433103.233238432 5449035.58483338,433106.614329486 5449031.96372324,433107.920207591 5449028.47896771,433109.220020155 5449024.49396159,433109.994660628 5449023.4727991,433111.464169954 5449024.46674404,433112.345407439 5449023.22192262,433112.89282815 5449022.09233302,433115.313459429 5449022.79678603,433117.779707487 5449022.45556458,433118.054176025 5449020.45093811,433117.818462484 5449019.64215903,433118.921658647 5449018.67260512,433119.732321709 5449018.21804167,433122.279224903 5449020.92226451,433123.164502347 5449020.61133496,433125.339948504 5449022.73079236,433127.910518005 5449020.77615381,433129.53089383 5449020.38960233,433131.037901746 5449022.07243372,433131.90889257 5449020.58313669,433133.848489436 5449021.88270107,433134.267070632 5449019.74290846,433136.141891578 5449021.71035827,433137.135427258 5449018.30722511,433139.270438686 5449017.09168165,433142.104477596 5449018.83625688,433144.883803874 5449016.06745834,433146.089378515 5449017.5315813,433147.865903735 5449023.41387558,433154.844466973 5449031.01204971,433160.172190635 5449036.4844031,433166.33869233 5449038.41097099,433168.190190709 5449038.45524453,433171.411417521 5449035.46985641,433177.626136912 5449028.74579955,433182.124330957 5449020.4859811,433184.910948488 5449018.31750404,433191.810612407 5449016.9997877,433192.520635739 5449016.05724812,433193.2042223 5449014.73700602,433193.965638885 5449014.4275883,433194.747657794 5449015.81902394,433196.479067979 5449016.17607468,433204.035723726 5449014.35009159,433210.623721519 5449012.56920428,433214.404914314 5449010.68889285,433217.143589874 5449010.57790185,433222.719215326 5449008.84264283,433225.874759934 5449006.44735374,433228.43189462 5449003.98148305,433230.19358386 5449002.62595694,433234.380300362 5448999.32872383,433240.102688334 5448995.26797791,433244.665300039 5448992.92237806,433250.207749388 5448991.45438858,433255.876602249 5448990.7965121,433255.574901337 5448986.94210755,433254.091928091 5448981.82339233,433252.754457823 5448979.09335451,433252.358507343 5448977.08573122,433255.119677878 5448971.00395165,433263.885486894 5448966.71739026,433273.209622845 5448959.7890476,433276.368992294 5448954.09160294,433277.327906086 5448948.42078019,433275.731835894 5448944.19289304,433277.367340337 5448940.83761279,433283.406151224 5448938.82997423,433288.666944308 5448936.96517264,433294.184665516 5448931.63947326);C
1776;LINESTRING (430991.271004546 5449056.61427648,430993.767126596 5449054.59284796,430996.346073033 5449053.94906777,430999.082395467 5449053.06983314,431002.964210755 5449053.46600524,431006.273530782 5449053.53578942,431009.429646672 5449054.17453116,431013.466889527 5449054.17962186,431018.241427618 5449054.28667777,431020.092119046 5449054.26353029,431023.098946497 5449056.94993509);B
1777;LINESTRING (431159.466548922 5448751.00207413,431155.719578861 5448750.91541992,431149.823963448 5448752.67900649,431147.826468171 5448752.62611196,431145.561243658 5448752.14294261,431144.477344958 5448753.46844494,431143.399482892 5448755.86123881,431142.529185447 5448757.95124481,431142.577342064 5448761.80872945,431141.875813976 5448766.90971593,431140.421136412 5448769.47399078,431139.879987239 5448770.49252141,431139.607191322 5448772.57506854,431137.882081311 5448773.9085776,431135.939485867 5448775.33374978,431133.624788905 5448772.63864085,431131.539581962 5448770.22974593);A
1778;LINESTRING (430969.209834904 5449509.33222424,430968.793361272 5449506.91362139,430970.335180938 5449504.34820141,430973.488142491 5449501.26228508,430975.298737806 5449499.79422613,430977.501493213 5449499.96678586);B
1779;LINESTRING (431047.420359776 5449191.87907149,431049.770008154 5449192.71693092,431052.638410797 5449193.08133246,431057.549037803 5449193.00882377,431062.778521364 5449193.37707027,431064.687453996 5449193.35320871,431066.816815676 5449191.72554096,431068.389228734 5449188.68167841,431069.966245965 5449187.17209991,431073.355769179 5449187.25203855,431079.804582993 5449187.22703595,431087.462721994 5449186.00837771,431092.782205138 5449185.99750212);A
1780;LINESTRING (431852.00343121 5448310.40905096,431849.013918881 5448309.71217088,431845.681901221 5448309.60879726,431842.804426665 5448310.31145024,431840.401030181 5448311.04160226,431838.367912953 5448311.06672317,431836.102437773 5448310.5721528,431834.923834276 5448311.33164672,431833.302919043 5448311.68522702,431831.642264842 5448312.36173144,431830.238591052 5448312.60144449,431828.603520421 5448312.39928285,431826.677925046 5448312.2785406,431824.678908456 5448312.11423293,431822.981132659 5448312.73560693,431820.935645291 5448312.34950764,431819.046485458 5448312.22831773,431815.315456249 5448312.86370621,431812.801795067 5448313.51740469,431810.130711086 5448313.22798916,431808.723740306 5448313.20090768,431806.105861051 5448313.67800366,431803.512595706 5448313.78789052,431801.458448962 5448312.70144841,431799.228169668 5448312.10639271,431797.296525931 5448311.49652734,431795.825479393 5448312.18181679,431794.121246654 5448312.28071635,431792.348540817 5448312.73625079,431790.618319035 5448313.68046863,431789.146861507 5448314.33240988,431787.915462686 5448316.71584837,431787.604032661 5448319.2324502,431787.546692529 5448321.07880815,431787.158822578 5448321.53945733,431784.968417538 5448321.22187355,431778.187111574 5448319.7825174,431768.138542077 5448310.51177635,431761.422106971 5448304.30185828,431757.507238783 5448300.68122502,431752.470287304 5448300.03196217,431748.737606036 5448300.53399566,431746.104463243 5448300.95571708,431743.488912513 5448299.8540056,431740.863184912 5448298.51893554,431734.033725068 5448298.49226154,431730.554706723 5448297.11216392,431727.48349813 5448296.29405819,431721.75208102 5448298.42189201,431716.92770062 5448299.04864296,431712.653318241 5448301.71436987,431708.40493673 5448305.30260304,431706.456441764 5448310.98597539,431704.594447682 5448317.76899634,431698.68481443 5448326.10311218,431691.842937589 5448330.36833617,431687.701669355 5448332.00954484,431681.35224597 5448332.48843755,431674.464835796 5448334.25261378,431671.593919333 5448338.42420773,431667.947349901 5448339.40332002,431665.501940233 5448341.44603741,431663.117583572 5448343.71036706,431661.332688453 5448345.53365492,431659.359844513 5448347.48157392,431659.399382322 5448351.26133094,431660.383752591 5448354.23997837,431660.902495755 5448360.22635507,431657.764273379 5448362.23318561,431655.11636686 5448364.98999261,431653.58283622 5448367.68852049,431651.923537238 5448372.00077132,431648.8577111 5448376.90860578,431646.736400219 5448379.22527568,431645.291121749 5448380.81087515,431644.496624641 5448383.74485251,431643.037848057 5448384.24101918,431640.215991799 5448385.30999643,431638.957686279 5448386.10387604,431636.098062825 5448388.8299613,431632.840256884 5448391.18295827,431632.153650631 5448392.2365951,431630.963549131 5448393.24088042);C
1781;LINESTRING (430984.260756187 5449057.79160167,430973.773999137 5449051.36297582,430960.721818657 5449046.0783245,430941.98335336 5449041.78772958,430918.534158205 5449036.08856952,430906.035866766 5449029.65191092,430905.356481928 5449028.93772504,430895.780056908 5449018.98441976,430887.537465573 5449011.96079679,430876.217020393 5449008.22233861,430862.483555644 5449012.55276912,430855.084494583 5448998.41394909,430840.60617629 5448989.25600972,430843.076155738 5448975.27142055,430840.703731824 5448965.07222274,430828.683883991 5448960.19743247,430812.538561043 5448945.96823461);A
1782;LINESTRING (435794.146379993 5449634.99421655,435801.542092548 5449638.75501134,435812.546541719 5449642.06243271,435822.082980119 5449649.45623044,435833.198430344 5449661.67921348,435839.337341202 5449665.76599347,435845.557067965 5449667.40583137,435844.18014847 5449671.17981009,435842.21933318 5449677.3732369,435837.81225608 5449683.10592736,435838.240153456 5449684.81315433,435841.370974143 5449683.3647107,435844.699835126 5449681.40252654,435847.197654569 5449677.52656093,435852.523686914 5449672.49475372,435855.629688981 5449668.9119089,435864.430315536 5449665.67420148,435873.523878292 5449661.31016146,435878.786866522 5449659.6256976,435883.107216852 5449655.82861982,435890.14596967 5449649.57616769,435895.496752606 5449646.66769541,435903.888294583 5449643.33474414,435908.348578452 5449642.17107778,435906.28568541 5449648.36566633,435904.105683667 5449653.2607856,435901.88715983 5449656.72210353);C
1783;LINESTRING (435864.712768675 5449703.73970126,435861.38869393 5449709.87115054,435862.792151725 5449717.1483784,435867.566319923 5449717.29297653,435869.732705093 5449720.00286219,435870.66124838 5449720.90375692,435873.996678237 5449710.73626725,435875.909561179 5449709.19082522,435880.266842742 5449717.34540087,435885.926500366 5449723.46132017,435891.304479893 5449722.89847007,435896.215553437 5449717.27114533,435902.086837247 5449715.26832067,435904.637483536 5449716.56173903,435908.738404138 5449728.36609208,435912.632527956 5449731.15597607,435916.695054515 5449731.50901568,435920.928478337 5449719.60779557,435927.191156182 5449716.79993761,435935.287400067 5449713.77065523,435940.42718116 5449710.26429326,435943.754897336 5449708.20211853,435946.8915422 5449707.25398714,435949.230520669 5449716.04356305,435950.019575947 5449723.12781988,435951.679437359 5449726.14381254,435960.025109773 5449718.24189024,435966.37224444 5449713.92101889,435971.628108716 5449711.62522388,435970.724610992 5449721.66434636,435975.875543096 5449727.27482539,435979.989954104 5449732.096832,435984.481929693 5449733.66793906,435989.163160488 5449725.80860578,435992.768604078 5449721.3083475,435993.975820092 5449720.48270432,435995.366196029 5449726.64829277,435997.531352544 5449729.25817765,436001.567095778 5449726.67638177,436005.174871094 5449722.37623258,436007.077335423 5449719.93038219,436009.500029297 5449718.99057233,436012.904135687 5449723.5095362,436015.451329495 5449723.88023348,436022.178225726 5449717.12013139,436024.936023904 5449709.89464938,436028.299988534 5449702.16181679,436029.623457446 5449701.93521643,436033.05607452 5449717.70549385,436035.181381342 5449725.67483447,436040.327144374 5449722.67993502,436043.502350118 5449716.26125049,436046.778396685 5449709.7413345,436049.012899939 5449718.33203344,436051.107433326 5449724.27822186,436055.946951234 5449728.80280081);B
