path_id;WKT;lvl
646;LINESTRING (421637.844832222 5461183.97047275,421645.482783112 5461174.46592164,421656.407165215 5461162.89084683,421671.972195459 5461153.44008967,421692.193771899 5461144.16762596,421734.278926079 5461141.33301581,421741.969149091 5461139.56673068,421778.191015637 5461122.27224093,421813.823400266 5461115.66068464,421831.655809879 5461095.34815873,421841.641878994 5461080.13976502,421847.220263518 5461046.9700902,421852.203690269 5461021.04739403,421872.327878671 5461001.80320498);B
647;LINESTRING (427649.001489825 5465479.75830826,427659.433500217 5465477.43033599,427721.885864838 5465466.63363776,427724.440779445 5465466.43319796,427733.702254713 5465465.69966562,427743.25543591 5465468.9095012,427752.10321649 5465476.48723347,427756.176496113 5465484.55036207,427759.619684913 5465500.49393982,427763.709992716 5465518.13018453,427764.505014705 5465521.1218083);C
648;LINESTRING (427577.648876145 5465426.70649626,427578.525823629 5465433.14386145,427582.012846611 5465451.26605759,427582.278035912 5465452.6412964,427584.081092039 5465459.33329156);A
649;LINESTRING (427595.816856196 5465485.87479726,427597.212655923 5465488.13574446);A
650;LINESTRING (427594.567425492 5465471.58130874,427595.816856196 5465485.87479726);A
651;LINESTRING (427581.67103695 5465490.87596175,427556.374640327 5465501.00563514);B
652;LINESTRING (427619.525983968 5465484.29441598,427620.606056194 5465491.26281284,427604.479903237 5465493.75494297,427605.313818013 5465499.136588,427621.229872031 5465496.69170704,427621.960679192 5465501.41870156,427601.135832443 5465504.62884241,427599.149688697 5465491.76828885);A
653;LINESTRING (427556.374640327 5465501.00563514,427552.208507929 5465503.54015317,427550.132340633 5465504.77952514,427546.836704846 5465507.75842596,427544.496099639 5465512.08121816,427543.37585075 5465515.83195153,427543.36640698 5465520.06836433,427544.374132684 5465524.30246294,427545.530299511 5465528.22327316,427546.524439864 5465530.87867252,427548.536774546 5465533.60957712,427552.845992459 5465537.51098974,427556.70385748 5465541.89647654,427558.951508287 5465545.39147943,427560.428319862 5465548.28512321);C
654;LINESTRING (429012.936237814 5452326.21103381,429018.479585772 5452329.10826888);B
655;LINESTRING (429018.479585772 5452329.10826888,429020.524910654 5452321.09879112,429024.181523778 5452320.00653882);C
656;LINESTRING (426201.374753411 5457428.2396337,426196.249544665 5457424.79486296);B
657;LINESTRING (425111.291776276 5460423.59502038,425125.191040333 5460420.49247552,425143.551992735 5460414.98310333,425172.401359301 5460403.69369358,425184.62078108 5460397.38969806,425188.851755764 5460396.73167878,425197.767943421 5460399.934853,425218.515101515 5460408.90339767,425233.712793034 5460414.63409145,425254.351686841 5460423.1372488,425270.63688517 5460431.29940517,425278.999854002 5460436.07799417,425285.024686635 5460440.05446848);B
658;LINESTRING (410401.515357187 5460497.96807243,410403.30045088 5460502.17555912);B
659;LINESTRING (410400.343347288 5460495.22950523,410401.515357187 5460497.96807243);B
660;LINESTRING (423752.71393673 5458981.97096428,423758.470548879 5458982.14686726,423769.53268188 5458982.49382688);A
661;LINESTRING (423173.968765814 5458993.26335785,423179.999887589 5458992.77880119,423187.164512858 5458994.80241752,423213.542285325 5458999.50419039,423243.216157606 5459004.78273152,423289.166258085 5459013.41460919,423314.890947036 5459011.98831584,423345.808682934 5459004.75235857,423397.812267191 5458997.81205001,423449.77094089 5458991.29538155,423509.170411863 5458993.05936087,423563.817857872 5458984.76069324,423612.866189519 5458982.90039412,423734.207814725 5458981.47155979,423752.71393673 5458981.97096428);A
662;LINESTRING (422162.77155981 5456870.58396901,422164.089307629 5456856.7333291,422166.111958476 5456845.89707659,422167.283860973 5456838.19729069);A
663;LINESTRING (422159.960652926 5456878.68499107,422162.77155981 5456870.58396901);C
664;LINESTRING (424043.555929605 5458246.65457206,424047.374420183 5458264.48102384);A
665;LINESTRING (424023.688697111 5458011.40848443,424025.021411471 5458026.24492069,424023.720777273 5458036.90367426,424020.994384812 5458092.34681297,424020.261409012 5458124.07916033,424022.471375117 5458151.85699685,424026.713863065 5458167.1869432,424034.074685324 5458184.9422116,424038.451156878 5458211.55599965,424040.674842449 5458230.32734512,424043.555929605 5458246.65457206);C
666;LINESTRING (428288.710675131 5459683.67946502,428284.968359038 5459693.42382021,428277.320321881 5459720.45316947,428261.268517318 5459745.56860013,428256.411643996 5459750.15731542,428249.126260562 5459757.59077492,428240.799693621 5459769.9523166,428210.977029715 5459808.76808583);A
667;LINESTRING (428596.583347422 5459543.46724214,428599.190507435 5459530.83587758,428611.196941347 5459501.53779869,428617.760572892 5459486.63132231,428634.286592028 5459460.3211384,428641.564746736 5459447.21776684,428645.712619733 5459435.03341527,428655.441418929 5459417.3951785);C
668;LINESTRING (428141.845956656 5458713.69861005,428146.212326442 5458749.44381408,428149.327861288 5458763.51275126,428154.377526488 5458776.95600566,428173.386013126 5458798.11118176,428183.781352777 5458817.04398792,428189.089414748 5458829.11629509,428196.814549921 5458839.66713254,428199.91524878 5458841.4723463,428206.534967713 5458840.90779819,428209.600970376 5458840.05609739,428223.192363971 5458831.89541017,428241.217504886 5458822.33152444,428255.030342724 5458819.42717924,428268.148635685 5458822.94742749,428274.452653309 5458827.7351812,428278.808100146 5458826.46642455);C
669;LINESTRING (428312.921338442 5458485.76685106,428307.254677335 5458485.25143913,428291.395580474 5458498.1113208,428280.48174183 5458505.81437923,428275.069131342 5458511.3887384,428270.213616122 5458518.95720314,428268.429133465 5458524.92899017,428267.493579222 5458532.40184735,428266.925872921 5458541.30421928,428264.213452274 5458550.31240228,428262.581849345 5458560.75191798,428262.267000265 5458565.61490109,428262.75281067 5458571.06784863,428263.644616508 5458576.9713665,428264.029486341 5458581.93640795,428264.280811319 5458590.60572162,428264.054207921 5458611.71198699,428263.12168895 5458627.77956897,428263.063641021 5458642.84617742,428265.378381259 5458657.44819973,428267.164008092 5458672.75760465,428267.268797591 5458693.61493748,428268.44166486 5458706.00811675,428276.410590004 5458738.5931678,428279.672698372 5458746.07798245,428283.136446547 5458752.84857135,428291.939194181 5458768.50009036,428304.091482293 5458782.72922403,428310.290093119 5458792.82201798,428314.985737878 5458808.71614319,428315.748883749 5458814.24331097,428324.639557323 5458878.50473519,428327.236661572 5458890.79041021,428333.593193952 5458919.149212,428341.365245392 5458928.86572999,428347.843171337 5458934.17387719,428362.693679803 5458936.11514971,428370.227969374 5458930.37979836,428375.47270811 5458929.25519261,428380.832853196 5458929.7301827,428391.06193861 5458939.88174847);A
670;LINESTRING (429641.654890652 5458425.41985997,429645.118424093 5458423.76334133,429653.678610808 5458422.43077371,429658.281047079 5458423.36145595,429669.05456637 5458423.30148064,429688.774145946 5458423.63858698,429703.398445549 5458424.89703466,429715.68229551 5458422.9054368,429729.97654176 5458418.83122695,429741.257716374 5458412.38280745,429752.584832488 5458406.11172305,429767.286746658 5458404.90101229);C
671;LINESTRING (428720.792535134 5458910.52433985,428720.194045158 5458918.22623497,428719.847801367 5458924.62397279,428718.967802173 5458930.25032227,428715.279659403 5458936.98047551,428704.771541245 5458954.6286752,428695.014047706 5458981.3511361,428689.418501985 5458989.64042738,428685.179180495 5458999.85790439,428683.884013014 5459013.85090663,428683.342822181 5459024.84319954,428677.970680701 5459035.20880291,428669.892053086 5459044.97576081,428658.471952065 5459053.41849119,428656.743901862 5459058.71117886,428655.696560136 5459067.1305067,428656.202836338 5459075.87435302,428654.387561481 5459086.21606333,428653.045900844 5459096.61834033,428649.779963685 5459101.67525937,428646.229207299 5459105.52393885,428642.757117507 5459122.15810542,428634.953902902 5459137.43642139,428627.536189249 5459149.90783207,428621.985875719 5459153.81584443,428615.101574224 5459163.66745262,428613.991273436 5459168.35172505,428612.600166047 5459173.81795337,428609.826611386 5459178.13467046,428607.569516445 5459191.97341106,428602.199890781 5459199.14799741,428600.788590523 5459203.05787311,428595.332987935 5459207.5317382);C
672;LINESTRING (428402.759473629 5459534.72513338,428407.486673281 5459544.1700682,428408.266788475 5459547.66230437,428407.591789438 5459552.24088924,428398.224771225 5459581.93869034,428382.376717319 5459608.25190803,428377.548185444 5459614.4745931);B
673;LINESTRING (428441.883659459 5459368.73583109,428439.722573731 5459374.82366227,428436.076005196 5459387.49087456,428433.722302485 5459401.1308238,428433.066114252 5459417.77296501,428428.232654095 5459429.22145928,428426.198719633 5459437.8093529,428420.75973863 5459454.70279151,428404.659096464 5459483.99903438,428399.776684291 5459498.93947274,428396.397642748 5459516.49546954,428396.994399716 5459524.33751184,428401.301607536 5459530.57460265,428402.759473629 5459534.72513338);A
674;LINESTRING (428342.797478843 5459669.30918099,428327.696844128 5459671.46295673,428310.583933086 5459675.47760848,428300.955627308 5459677.83805697,428292.198415622 5459679.50891603,428288.710675131 5459683.67946502);C
675;LINESTRING (429286.450351204 5459624.79962143,429272.017358499 5459606.51718652,429266.193670168 5459595.39561232,429255.562172157 5459588.7945101,429229.093578504 5459570.12228107,429216.465935944 5459566.10425004,429205.524286753 5459567.05682201,429194.643356624 5459572.72295563,429188.285065696 5459582.78943977);B
676;LINESTRING (429410.773376385 5459443.41270667,429408.960275025 5459435.33047783,429410.107461454 5459424.40832947,429409.18221926 5459419.76148756,429399.561820083 5459409.77816365,429365.765839469 5459382.9938048,429338.10267739 5459364.23632481,429314.907790606 5459353.01557853,429288.875570863 5459344.02180329,429276.143993492 5459341.5726963,429253.345298086 5459336.851534,429232.673952885 5459330.70212566,429204.936025189 5459325.39986495,429188.128559236 5459320.50174892,429176.144480143 5459314.54085843);A
677;LINESTRING (429011.502870905 5459096.70352095,429012.727211462 5459117.72426131,429012.056239118 5459124.34854215,429012.023370685 5459137.01314779,429011.936337964 5459144.91965616,429014.67643916 5459152.63399793,429018.296109532 5459172.13390857,429019.894594271 5459181.00821753,429029.535904882 5459204.92233968);A
678;LINESTRING (428785.640243781 5459239.31989966,428791.360541211 5459221.57819307,428797.750118672 5459203.83894403,428803.984311641 5459194.3184315,428811.190467974 5459176.15723369,428824.644394569 5459160.75042184,428831.530596253 5459149.33132426,428832.892912948 5459143.30959464,428834.46860415 5459136.35113323,428835.395121268 5459124.19752785,428834.904412003 5459107.08109441,428840.147976149 5459094.07106393,428847.942870813 5459080.34977875,428853.162036229 5459065.44990095,428856.818769923 5459045.04425867,428869.980402652 5459006.44776915,428871.764967336 5458998.19685171,428870.186829338 5458991.47934412,428871.847387942 5458983.7637284,428880.604075578 5458970.70829415,428894.117952052 5458959.88179631,428908.402667458 5458955.78328903,428929.613945109 5458943.91226562);A
679;LINESTRING (429053.011825977 5459201.75070304,429038.316330621 5459201.59569454,429029.535904882 5459204.92233968);A
680;LINESTRING (431772.838352666 5452418.85968742,431777.401568575 5452426.25253378,431780.417692422 5452436.92224396,431776.056442839 5452445.83764765,431771.139491428 5452450.45710028,431753.927761593 5452454.96200404);B
681;LINESTRING (431731.598406087 5452480.21068132,431730.489800977 5452496.53517668);A
682;LINESTRING (433293.655596234 5453459.00623562,433306.650035519 5453459.97182013);A
683;LINESTRING (413854.497886714 5459872.23695867,413858.013987558 5459874.2723097);A
684;LINESTRING (413852.692218031 5459871.19779139,413854.497886714 5459872.23695867);A
685;LINESTRING (413947.391423297 5459721.60326663,413945.590038405 5459720.37497054);C
686;LINESTRING (413950.766312424 5459723.90775566,413949.685621722 5459723.17967066);C
687;LINESTRING (413949.685621722 5459723.17967066,413947.391423297 5459721.60326663);C
688;LINESTRING (411769.84003299 5454430.93030054,411769.271272425 5454432.69629158);B
689;LINESTRING (411753.602154433 5454403.62535339,411748.402233374 5454407.64499115,411745.149880249 5454409.60967174,411744.105906487 5454412.6175444,411744.833824164 5454415.33014782,411765.300696795 5454430.28027773,411769.84003299 5454430.93030054,411772.978170069 5454431.3803903,411774.01983973 5454428.22800712,411773.018148371 5454425.24180034,411775.51005069 5454419.44198352);C
690;LINESTRING (411774.481403639 5454474.29971047,411797.483371979 5454490.71045997,411816.69476713 5454505.49185273,411818.40350241 5454510.80183179,411817.002043887 5454551.04341132,411827.226840251 5454583.45970944,411825.743063355 5454601.74164775);A
691;LINESTRING (411658.180279498 5454518.82999702,411667.093586957 5454520.72185221,411681.009425209 5454519.00859745,411720.412257503 5454478.43550607,411730.493221381 5454475.94990816,411745.011800806 5454477.76314914,411753.833558697 5454473.94120269,411774.481403639 5454474.29971047);B
692;LINESTRING (411776.946664859 5454445.02711108,411774.700455691 5454453.43606716,411774.481403639 5454474.29971047);A
693;LINESTRING (411790.95270656 5454449.83982569,411787.046086918 5454447.7785952);B
694;LINESTRING (411775.396321185 5454444.60717412,411776.946664859 5454445.02711108);A
695;LINESTRING (414850.785220995 5450630.74705489,414845.244052897 5450630.03206444,414844.32195037 5450627.4110501,414841.350301351 5450625.12191663,414840.1231556 5450621.14906867,414835.510078283 5450620.14176942,414830.564880352 5450609.89952092,414826.693329447 5450605.95641334,414816.351106785 5450594.42990153,414815.909378026 5450590.8340951,414813.832507293 5450589.39844951,414811.608501599 5450590.70041039,414810.323255758 5450590.04199859,414806.224522367 5450577.52948473,414799.457790216 5450569.65045269,414794.365140277 5450556.47503512,414782.620279801 5450548.96206885,414778.205080225 5450547.56258357,414777.577404467 5450545.13717417,414768.419972822 5450540.50859707,414758.781858559 5450536.36559466,414755.946831197 5450536.32047874,414750.509213605 5450538.5394583,414746.306085871 5450538.60445806,414741.766535292 5450535.7614236,414739.231545316 5450535.80062985,414735.831430299 5450530.78284513,414733.246792566 5450528.55449726);C
696;LINESTRING (415110.636637845 5451980.72832805,415107.477853061 5451953.94625542,415107.404395663 5451936.41233875,415107.311398231 5451930.37602192,415109.564772433 5451924.39251068,415114.844955063 5451912.03552257,415116.456050803 5451902.65942058,415121.647689172 5451897.3200465,415130.131881046 5451877.31928073,415138.381915855 5451867.65191148,415143.969671426 5451858.70382581);A
697;LINESTRING (425008.597834322 5458975.78276554,425010.979904014 5458971.75860109,425014.678598349 5458970.92983298,425018.903866992 5458973.50737809,425031.629515088 5458983.8300487,425040.927320168 5458986.03823477,425096.953007539 5458987.99877672,425109.032322374 5458986.6667406,425119.919622182 5458983.80544415,425135.23018426 5458983.10770846,425144.029117992 5458986.07894362,425159.344717873 5458991.63000613,425167.551344131 5459001.32513302,425173.939526565 5459010.50019639,425178.3365044 5459020.89208352,425183.024865912 5459030.24595461);B
698;LINESTRING (421930.125906028 5455659.86689024,421928.362540978 5455662.81618983,421928.098396506 5455668.31270214,421927.766617635 5455672.1200923,421926.308710841 5455676.07688488,421926.586875508 5455678.75260789,421926.584346211 5455682.16616404,421928.839408153 5455686.1703567,421930.213885155 5455690.18704137,421930.561865732 5455695.21899345);C
699;LINESTRING (421872.594207367 5455667.6882233,421874.799569473 5455669.21357208,421877.328040014 5455669.40006001,421880.150926513 5455669.81586829,421884.044915445 5455669.28248262,421888.206341275 5455667.07746005,421892.404530148 5455667.46263665,421894.012577068 5455666.9061056,421895.085061283 5455667.07990777,421897.670353368 5455666.65405589,421899.73270238 5455667.84787519,421903.850341867 5455668.71231878,421905.355880086 5455671.70419368,421907.126334491 5455672.84656274,421909.43030667 5455676.70550737,421914.671972422 5455681.8904044,421916.087782642 5455685.22824285,421919.236817207 5455687.0849083,421925.531749145 5455690.0644377,421927.749428101 5455695.02539067);C
700;LINESTRING (421124.298777088 5456849.63795053,421132.580810538 5456855.74586977,421147.151674946 5456857.36053008,421154.310090804 5456859.7152385,421163.0037431 5456859.00134526,421175.760446801 5456855.39390156,421182.620226684 5456856.2073819,421190.433649805 5456855.51726167,421199.013595858 5456849.91268732,421202.785580186 5456851.59322812,421207.729889737 5456859.4169164,421216.873741625 5456855.58333655,421219.846967614 5456855.86321218,421221.350102297 5456857.66520677,421222.033587368 5456868.29631734,421220.278796603 5456876.87196754,421222.252084659 5456888.12951214,421225.510517864 5456894.0982424,421231.456315593 5456903.7644865,421242.291451832 5456910.81448599,421259.925078266 5456915.42108687,421277.7469196 5456928.0974541,421284.220703612 5456935.51015674,421303.904493963 5456947.10365909,421316.55872212 5456958.21957616,421322.889435983 5456967.8470521,421346.343060535 5456979.9760973,421368.610270429 5456991.58848498,421382.648794731 5456993.6672466,421392.008930442 5456992.75516291,421402.295300041 5456988.92780091,421410.203093115 5456984.66743871,421414.952059419 5456982.92062948,421425.006242933 5456978.62962922);A
701;LINESTRING (416572.704948518 5455781.69057278,416575.188574856 5455784.66623717,416581.44589147 5455791.68770012,416587.714817933 5455799.47622111,416591.129208719 5455805.75131761,416595.524666935 5455812.40072124,416601.05185757 5455816.3977192,416606.276319452 5455819.63208256,416609.269734005 5455824.06777576,416613.938433753 5455829.05628711);C
702;LINESTRING (417176.842464104 5456349.77493425,417181.887909786 5456347.94215751);C
703;LINESTRING (417586.822965576 5456471.0785643,417578.44965313 5456469.88080128,417556.840869227 5456460.66426083,417531.010355675 5456456.77045736,417498.709293444 5456450.43861142,417465.619291998 5456445.37525669,417454.235846032 5456440.01977519,417443.388930031 5456432.58809517,417381.625195969 5456414.6236042,417365.703464717 5456407.07924744,417345.934332957 5456403.11751587,417298.022653707 5456398.36677312,417277.720757948 5456398.67194925,417257.786816049 5456396.82565957,417247.03776062 5456396.40910853,417234.765024803 5456397.761213,417225.660332201 5456396.34147948,417211.505623097 5456395.96511149,417206.186462508 5456394.59964718);A
704;LINESTRING (417628.922590073 5455855.16795195,417632.245010367 5455851.00412811,417630.617703065 5455840.03161374,417624.561220859 5455826.8793195,417618.826304339 5455808.95208925,417607.137374289 5455810.4947322,417592.942346157 5455827.45275459);A
705;LINESTRING (417799.412287498 5456115.93199146,417811.853184453 5456112.63279887);A
706;LINESTRING (417568.747941676 5454514.47408251,417568.920032406 5454516.72869549,417570.07580641 5454519.03529594,417571.467752925 5454520.58225788);A
707;LINESTRING (417544.200820138 5454528.81844082,417544.088979869 5454533.99052598,417545.691997106 5454536.99093063,417553.477481699 5454540.06553836);A
708;LINESTRING (417575.157738747 5454499.57851781,417576.131924964 5454506.29102516);B
709;LINESTRING (417575.108940518 5454497.77794452,417575.157738747 5454499.57851781);B
710;LINESTRING (417575.108940518 5454497.77794452,417591.883361723 5454498.22735249,417595.95387537 5454495.83140475,417598.083557063 5454488.29409869,417610.088367291 5454481.39847111,417616.699381279 5454479.45376612);A
711;LINESTRING (417189.653167637 5454705.29729153,417188.500002029 5454705.59261679);C
712;LINESTRING (417238.397216319 5454820.12597358,417241.758830534 5454824.35632363);C
713;LINESTRING (417170.575514452 5454725.93239252,417165.892486308 5454717.59674787,417163.459681184 5454714.62005336,417163.258997217 5454709.50824783,417161.349432018 5454706.46808534);A
714;LINESTRING (417148.605852667 5454754.67249626,417140.098475309 5454756.35721966,417134.485907563 5454745.27803282);A
715;LINESTRING (417164.235192855 5454740.51608636,417154.351146889 5454725.70951013);B
716;LINESTRING (417140.098475309 5454756.35721966,417120.644406294 5454760.18595751,417114.649459387 5454750.79154383,417107.173382619 5454744.08804247);C
717;LINESTRING (417139.302851861 5454731.55116947,417144.684862664 5454733.11580733);A
718;LINESTRING (417143.393733571 5454737.30493388,417145.0595962 5454734.31103974,417144.684862664 5454733.11580733,417143.467960798 5454729.17569144);B
719;LINESTRING (417154.872945942 5454773.4474434,417153.310605334 5454770.25750928,417148.347569442 5454758.31235729,417148.605852667 5454754.67249626,417148.990224449 5454749.25166788,417143.393733571 5454737.30493388,417139.83203049 5454734.30076314,417139.302851861 5454731.55116947,417138.829142451 5454729.10095901,417135.139676026 5454723.89711514,417134.851199455 5454721.17725645);A
720;LINESTRING (417164.235192855 5454740.51608636,417161.635357679 5454745.79234176,417148.990224449 5454749.25166788);C
721;LINESTRING (417181.45630699 5454768.76658644,417174.243647511 5454759.72400498,417164.235192855 5454740.51608636);B
722;LINESTRING (417194.831652965 5454748.99562688,417195.075989596 5454745.87858031,417191.175511235 5454739.71050523,417187.565648423 5454736.40681076,417180.358364541 5454731.11130523);B
723;LINESTRING (417196.528608019 5454721.92824856,417187.565648423 5454736.40681076);A
724;LINESTRING (417199.335371813 5454795.27264839,417198.820818362 5454796.88155007,417197.226999012 5454798.37325445);C
725;LINESTRING (417206.422352048 5454798.86875068,417199.335371813 5454795.27264839,417195.189761049 5454792.16603369,417192.05874071 5454789.23318696);A
726;LINESTRING (417235.679857188 5454813.22845505,417233.045422922 5454809.910068,417228.7337089 5454805.43826647,417226.733264557 5454802.64407106,417225.820365079 5454800.03366967,417225.8034834 5454798.91088598);A
727;LINESTRING (417228.071092185 5454810.27395457,417233.045422922 5454809.910068);A
728;LINESTRING (417186.088052332 5454787.73295566,417184.314269834 5454780.16523493,417184.83860806 5454778.72297246,417187.22641034 5454776.77455369);A
729;LINESTRING (417183.60951767 5454757.51493755,417186.407856462 5454757.20598235,417188.832309075 5454755.7573766,417190.804274062 5454757.13985094,417192.123917322 5454757.26455079,417198.723937425 5454760.91244573);B
730;LINESTRING (417184.370452678 5454748.08554143,417182.006059465 5454750.62292569,417176.695900528 5454744.15361052);A
731;LINESTRING (417183.409574064 5454755.8389484,417181.230588122 5454758.11780278,417177.529761895 5454757.96221274);B
732;LINESTRING (417180.564225274 5454754.95885952,417181.230588122 5454758.11780278,417182.557572348 5454760.66637222,417183.969498636 5454760.63401329);B
733;LINESTRING (417176.849557485 5454759.20667541,417177.529761895 5454757.96221274,417178.677659816 5454755.86565613,417180.564225274 5454754.95885952,417183.000550716 5454754.2995347);A
734;LINESTRING (417139.180039209 5454725.32627342,417141.811388952 5454729.40076875,417143.240221442 5454730.49118296,417143.721709578 5454732.97463423,417141.617273262 5454736.82018772);A
735;LINESTRING (417141.9370883 5454710.66304799,417150.620381885 5454714.85773131,417150.838158129 5454716.26659063,417154.995825186 5454716.78222204,417158.889869364 5454715.74513743);A
736;LINESTRING (417150.063886024 5454701.1005541,417146.926743517 5454706.47385534,417145.406701039 5454708.99854817,417141.9370883 5454710.66304799,417139.978226341 5454711.6043032,417133.793924899 5454709.46242842,417133.279800821 5454707.71333548);A
737;LINESTRING (417122.089122433 5454712.51848918,417121.250615141 5454706.14869866);A
738;LINESTRING (417110.432301993 5454723.11266218,417109.462303582 5454727.35255819,417104.710879988 5454729.47002999);C
739;LINESTRING (417114.738947641 5454686.13211999,417114.296288883 5454692.03195354,417112.61912049 5454690.8896894,417105.358309286 5454682.04806401,417100.828334033 5454672.76503629,417102.113766701 5454670.13267177);A
740;LINESTRING (417114.738947641 5454686.13211999,417105.358309286 5454682.04806401,417099.566856052 5454679.8891923,417095.465966669 5454679.76191848,417091.157228269 5454676.46880916);A
741;LINESTRING (417091.504195141 5454688.87259817,417092.39675121 5454690.12674434,417097.55227498 5454681.96545864,417095.465966669 5454679.76191848);A
742;LINESTRING (417089.239075783 5454661.74253308,417090.870100099 5454666.58817491,417099.899615218 5454668.14231945);A
743;LINESTRING (417110.040123404 5454668.53447522,417110.566787352 5454664.3457315,417113.497281157 5454664.59071008,417115.71727682 5454663.10067434,417116.95444392 5454660.64694719);A
744;LINESTRING (417121.088920805 5454676.06261313,417120.516386092 5454671.40117372);B
745;LINESTRING (417144.392786036 5454664.84840231,417137.98805655 5454663.54377795,417134.986445317 5454665.34578693,417133.68819389 5454669.54614146,417131.235102937 5454669.09382094,417132.490594233 5454675.11264125);B
746;LINESTRING (417103.361150565 5454671.25916585,417110.040123404 5454668.53447522,417120.516386092 5454671.40117372,417127.293258214 5454673.24501597,417132.490594233 5454675.11264125);C
747;LINESTRING (417161.758717959 5454692.54070742,417164.330295164 5454688.28784336);C
748;LINESTRING (417146.107328153 5454674.76315077,417143.139791663 5454668.67002101);A
749;LINESTRING (417153.281023894 5454674.43281165,417158.020789335 5454674.43932335,417162.256548189 5454674.82035573);A
750;LINESTRING (417153.00752476 5454673.1915786,417153.327484551 5454668.32768004);B
751;LINESTRING (425485.380746616 5456149.93441947,425545.138896858 5456101.28139148);A
752;LINESTRING (425506.336090698 5456272.6134434,425556.999907103 5456239.89455367);B
753;LINESTRING (426053.059301196 5455967.46743796,426079.136599818 5455944.61271732,426085.279819947 5455946.25361056,426106.15241643 5455934.72111785,426119.504360541 5455932.25138668,426139.119793012 5455940.3827471,426140.042495333 5455952.18960436,426146.653462417 5455960.48442448,426149.891558211 5455973.98361832,426148.225333128 5455977.81971331,426137.888836517 5455977.19124442,426131.633311599 5455981.27796263,426116.147322776 5455980.91879658,426110.165293851 5455977.18537849,426103.288435491 5455977.2777178,426080.686731132 5456000.95290347);B
754;LINESTRING (425545.138896858 5456101.28139148,425558.537603548 5456088.32463256,425569.404957835 5456085.69814387,425614.896910111 5456098.81472592,425627.321208633 5456098.83581474,425661.258095081 5456091.70598574,425692.802925863 5456077.74837893,425713.444615874 5456076.70249318,425747.297211391 5456063.84816677,425758.478908722 5456056.45897559,425766.293142111 5456054.64126611,425780.063776819 5456054.64454041,425786.381101394 5456055.70457497,425788.361665581 5456060.62572148,425809.788563268 5456061.67105873,425833.868690625 5456074.88913577,425870.653772871 5456080.87573188,425906.466277437 5456070.85351546,425932.494523373 5456058.49485112,425935.880134801 5456054.2575067,425939.942613892 5456043.52881179,425960.070945598 5456033.52903555,425974.684701171 5456025.32692174,425996.312383218 5455998.5400117,426053.059301196 5455967.46743796);C
755;LINESTRING (425621.982447499 5456147.01896314,425617.568090548 5456154.81730718,425609.508197283 5456156.21603958,425602.7871764 5456160.82113102,425570.024623311 5456211.68789048,425565.533011581 5456225.6026603,425556.999907103 5456239.89455367);A
756;LINESTRING (419292.901051625 5454829.95221385,419323.269123035 5454818.66599598,419346.367746555 5454802.14928972,419364.863357107 5454775.05915105,419387.25699049 5454756.11787485,419402.51796523 5454751.23554286,419413.075284126 5454743.33100315,419437.312058388 5454743.85468411,419445.941487057 5454741.51571668,419453.200798119 5454736.09458908,419467.848130557 5454734.5460198,419485.661899077 5454736.94292447,419496.615889701 5454741.21924183,419538.282936447 5454732.84900326,419557.850130573 5454733.67496481,419579.915188632 5454730.56171715,419596.675888701 5454729.64976432,419643.225958158 5454735.085596,419693.813142753 5454728.81015922,419746.082640843 5454716.07273538,419759.101446591 5454709.67854006,419781.993469005 5454709.34493571,419815.216842412 5454701.54460936,419842.561811996 5454686.52485818,419867.635317415 5454683.50239934,419878.450286389 5454678.24135494,419889.947059279 5454658.79363183,419901.164384963 5454650.65806651,419913.574982739 5454648.47609182,419935.826690012 5454650.15387524,419980.580868625 5454647.72416634,419989.625846011 5454647.40368573);A
757;LINESTRING (417194.746544163 5459081.50225671,417218.758134992 5459082.30817793,417237.805858649 5459077.15116815,417251.199728654 5459072.86878778,417266.954383946 5459069.31814283,417279.210852563 5459066.79867156,417291.728243158 5459063.73045899,417301.581673448 5459062.50366581,417308.80791553 5459062.66183479,417314.231924167 5459060.04506565,417321.197846864 5459056.43773843,417335.989854622 5459053.69123767,417345.379649453 5459055.49593205,417358.292298242 5459059.36034468);A
758;LINESTRING (413091.514275655 5454724.36636025,413096.171772288 5454762.51023511);C
759;LINESTRING (426406.834928659 5457515.90478508,426400.676615403 5457508.10397217);A
760;LINESTRING (426410.218823503 5457675.28052768,426413.335316478 5457670.55782573,426416.27599395 5457645.07872076,426416.272240422 5457604.55082999,426414.399716186 5457564.11465532,426408.038588879 5457541.15053834,426406.060964994 5457528.75732589,426406.834928659 5457515.90478508);A
761;LINESTRING (425971.466275069 5457864.48402482,425976.393804204 5457866.77488761);A
762;LINESTRING (425954.64553814 5457861.33034451,425964.909437401 5457862.77103892,425971.466275069 5457864.48402482);B
763;LINESTRING (426407.684351492 5457687.06698693,426410.218823503 5457675.28052768);A
